timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1761058001385,00003,8,4,0,0,7,3,13.308463,73.000000,6,10.548695,68.000000,4,-3.329308,40.000000,5,-4.981898,36.000000,3,-6.273148,34.000000,2,-8.482902,29.000000,8,-14.025861,18.000000,,,,,,
1761058001385,00010,8,4,0,0,7,10,19.323818,85.000000,8,9.654201,66.000000,2,6.435506,59.000000,4,-0.086862,46.000000,3,-4.370097,38.000000,5,-6.281770,34.000000,6,-7.911011,30.000000,,,,,,
1761058001385,00024,8,4,0,0,7,24,34.800010,117.000000,2,8.136278,63.000000,8,-4.729532,37.000000,6,-5.896680,34.000000,3,-10.569820,25.000000,5,-11.541189,23.000000,4,-16.118623,14.000000,,,,,,
1761058001385,00027,8,4,0,0,7,27,26.648589,100.000000,8,9.665219,66.000000,3,4.463538,55.000000,5,1.099912,49.000000,2,-0.422949,46.000000,6,-0.914375,45.000000,4,-13.633544,19.000000,,,,,,
1761058001385,00039,8,4,0,0,7,39,10.002580,67.000000,2,6.457572,59.000000,8,3.865966,54.000000,3,2.978244,52.000000,4,-2.754914,41.000000,6,-6.304017,34.000000,5,-11.510115,23.000000,,,,,,
1761058001385,00041,8,4,0,0,7,41,33.836265,115.000000,2,12.701981,72.000000,8,9.124028,65.000000,3,-3.152490,40.000000,4,-5.160078,36.000000,5,-6.383388,33.000000,6,-17.417613,11.000000,,,,,,
1761058001385,00059,8,4,0,0,7,59,16.711316,80.000000,6,9.127853,65.000000,2,3.778306,54.000000,3,-2.313596,42.000000,5,-2.680737,41.000000,4,-5.244766,36.000000,8,-14.738329,17.000000,,,,,,
1761058001385,00062,8,4,0,0,7,62,20.352009,87.000000,8,7.644101,62.000000,2,-6.528425,33.000000,4,-9.964461,26.000000,5,-11.049646,24.000000,3,-12.538605,21.000000,6,-15.073237,16.000000,,,,,,
1761058001485,00003,8,8,0,0,7,3,14.202134,75.000000,6,9.449828,65.000000,5,-3.412246,39.000000,4,-5.808662,35.000000,3,-11.006841,24.000000,8,-13.666177,19.000000,2,-14.867775,16.000000,,,,,,
1761058001485,00010,8,8,0,0,7,10,23.780146,94.000000,8,10.320871,67.000000,2,7.469290,61.000000,4,-1.256365,44.000000,5,-5.761259,35.000000,6,-8.570522,29.000000,3,-9.085336,28.000000,,,,,,
1761058001485,00024,8,8,0,0,7,24,21.063772,89.000000,2,10.767435,68.000000,8,-4.228854,38.000000,5,-8.846998,29.000000,3,-10.438005,25.000000,6,-10.849779,24.000000,4,-15.176611,16.000000,,,,,,
1761058001485,00027,8,8,0,0,7,27,16.642362,80.000000,8,5.318472,57.000000,3,4.988325,56.000000,2,1.502184,49.000000,6,-2.541100,41.000000,5,-2.946590,40.000000,4,-16.616883,13.000000,,,,,,
1761058001485,00039,8,8,0,0,7,39,10.020597,67.000000,8,7.541612,62.000000,2,6.513930,59.000000,4,-1.622647,43.000000,3,-2.701598,41.000000,6,-8.983945,28.000000,5,-10.056959,26.000000,,,,,,
1761058001485,00041,8,8,0,0,7,41,36.592257,120.000000,8,10.869689,68.000000,2,9.619607,66.000000,4,-1.894189,43.000000,5,-4.566032,37.000000,3,-4.607809,37.000000,6,-19.550154,7.000000,,,,,,
1761058001485,00059,8,8,0,0,7,59,18.954045,85.000000,6,10.402063,67.000000,2,4.690232,56.000000,3,3.237055,53.000000,5,-1.270274,44.000000,4,-3.898109,39.000000,8,-16.168648,14.000000,,,,,,
1761058001485,00062,8,8,0,0,7,62,19.561415,86.000000,8,2.745445,52.000000,5,-6.991860,32.000000,2,-7.173727,32.000000,6,-11.070287,24.000000,3,-11.163737,24.000000,4,-13.984769,18.000000,,,,,,
1761058001585,00003,8,8,0,0,7,3,15.255180,77.000000,6,8.743935,64.000000,5,-2.183827,42.000000,4,-7.839157,31.000000,3,-11.778377,23.000000,2,-12.470720,21.000000,8,-15.797940,15.000000,,,,,,
1761058001585,00010,8,8,0,0,7,10,19.271742,85.000000,8,9.895693,66.000000,2,4.916790,56.000000,4,-1.293804,44.000000,5,-7.491270,31.000000,3,-8.201572,30.000000,6,-10.252405,26.000000,,,,,,
1761058001585,00024,8,8,0,0,7,24,22.832643,92.000000,2,7.843866,62.000000,8,-2.044954,42.000000,6,-8.796528,29.000000,5,-11.672934,23.000000,3,-12.138215,22.000000,4,-13.954031,18.000000,,,,,,
1761058001585,00027,8,8,0,0,7,27,21.385799,89.000000,3,4.872851,56.000000,8,4.170412,55.000000,6,1.055445,48.000000,2,0.187172,47.000000,5,-2.109422,42.000000,4,-12.650056,21.000000,,,,,,
1761058001585,00039,8,8,0,0,7,39,2.637589,52.000000,2,11.638933,70.000000,8,7.357683,61.000000,4,-0.858043,45.000000,3,-4.812421,37.000000,6,-5.940689,34.000000,5,-10.881382,24.000000,,,,,,
