timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1761058001385,00002,6,3,0,0,4,2,14.255461,75.000000,2,11.440175,69.000000,5,-2.923306,40.000000,7,-4.746782,37.000000,3,-4.822784,37.000000,8,-8.849570,29.000000,6,-15.051285,16.000000,,,,,,
1761058001385,00007,6,3,0,0,4,7,8.581477,64.000000,3,2.166198,51.000000,2,1.425785,49.000000,8,0.953265,48.000000,5,-1.807106,43.000000,7,-10.145523,26.000000,6,-13.733072,19.000000,,,,,,
1761058001385,00008,6,3,0,0,4,8,11.472693,69.000000,2,6.447093,59.000000,3,3.410856,53.000000,8,-0.362846,46.000000,5,-1.699565,43.000000,7,-3.223293,40.000000,6,-22.530988,1.000000,,,,,,
1761058001385,00032,6,3,0,0,4,32,24.387664,96.000000,2,7.347580,61.000000,6,6.148102,59.000000,8,0.154610,47.000000,5,-0.455181,45.000000,3,-5.602856,35.000000,7,-11.263795,24.000000,,,,,,
1761058001385,00034,6,3,0,0,4,34,27.366380,102.000000,7,7.503511,61.000000,5,5.522133,57.000000,3,-5.604835,35.000000,2,-9.164513,28.000000,8,-12.301049,22.000000,6,-12.301875,22.000000,,,,,,
1761058001385,00063,6,3,0,0,4,63,18.790618,84.000000,2,12.361830,71.000000,3,10.215562,67.000000,5,5.753220,58.000000,6,-3.256027,40.000000,8,-12.606584,21.000000,7,-13.904522,18.000000,,,,,,
1761058001485,00002,6,6,0,0,4,2,14.948821,77.000000,2,12.069627,71.000000,5,-0.437088,45.000000,7,-1.127367,44.000000,8,-5.301427,36.000000,3,-6.173166,34.000000,6,-14.914224,16.000000,,,,,,
1761058001485,00007,6,6,0,0,4,7,7.805299,62.000000,3,0.610551,48.000000,8,0.365911,47.000000,2,-0.711258,45.000000,5,-0.781690,45.000000,6,-14.053820,18.000000,7,-15.473933,15.000000,,,,,,
1761058001485,00008,6,6,0,0,4,8,12.661980,72.000000,3,6.353948,59.000000,2,6.157137,59.000000,5,2.642315,52.000000,8,2.380863,51.000000,7,-7.447488,31.000000,6,-21.155989,4.000000,,,,,,
1761058001485,00032,6,6,0,0,4,32,24.327696,95.000000,2,10.434121,67.000000,8,5.100315,57.000000,6,3.549440,54.000000,5,-0.665371,45.000000,3,-4.883047,37.000000,7,-8.131033,30.000000,,,,,,
1761058001485,00034,6,6,0,0,4,34,26.017611,99.000000,7,9.802902,66.000000,5,5.796655,58.000000,3,-7.369621,32.000000,8,-11.789424,23.000000,2,-11.930640,22.000000,6,-12.854010,20.000000,,,,,,
1761058001485,00063,6,6,0,0,4,63,16.590888,80.000000,2,10.526300,68.000000,5,7.309114,61.000000,3,6.348883,59.000000,6,-4.277965,38.000000,8,-12.179102,22.000000,7,-14.115860,18.000000,,,,,,
1761058001585,00002,6,6,0,0,4,2,20.944019,89.000000,2,9.651948,66.000000,5,-1.070256,44.000000,3,-2.123463,42.000000,7,-4.613617,37.000000,8,-7.861202,31.000000,6,-15.095773,16.000000,,,,,,
1761058001585,00007,6,6,0,0,4,7,11.087257,69.000000,2,3.349216,53.000000,5,1.478369,49.000000,8,1.390437,49.000000,3,0.322686,47.000000,7,-12.918168,20.000000,6,-13.567627,19.000000,,,,,,
1761058001585,00008,6,6,0,0,4,8,12.658723,72.000000,8,4.799756,56.000000,3,4.564781,56.000000,2,3.567141,54.000000,6,-0.327260,46.000000,5,-0.873559,45.000000,7,-9.041672,28.000000,,,,,,
1761058001585,00032,6,6,0,0,4,32,20.272084,87.000000,6,6.307581,59.000000,2,5.753627,58.000000,8,1.867569,50.000000,5,-3.005582,40.000000,3,-3.537466,39.000000,7,-7.000268,32.000000,,,,,,
1761058001585,00034,6,6,0,0,4,34,28.931209,105.000000,7,12.830040,72.000000,5,4.861864,56.000000,3,-7.474023,31.000000,6,-12.721703,21.000000,8,-13.867378,18.000000,2,-14.017824,18.000000,,,,,,
1761058001585,00063,6,6,0,0,4,63,19.941992,87.000000,2,11.644373,70.000000,3,6.044755,59.000000,5,5.120684,57.000000,6,-4.044972,38.000000,8,-9.638328,27.000000,7,-15.021037,16.000000,,,,,,
1761058001685,00002,6,6,0,0,4,2,15.082815,77.000000,2,12.210854,71.000000,7,0.434340,47.000000,3,-3.015983,40.000000,5,-5.160393,36.000000,8,-6.817915,33.000000,6,-15.572490,15.000000,,,,,,
1761058001685,00007,6,6,0,0,4,7,6.677729,60.000000,2,5.905263,58.000000,3,2.159100,51.000000,5,-0.305228,46.000000,8,-4.271256,38.000000,7,-10.282515,26.000000,6,-11.430170,23.000000,,,,,,
1761058001685,00008,6,6,0,0,4,8,11.815668,70.000000,2,11.516589,70.000000,6,5.201308,57.000000,8,4.138175,55.000000,3,3.095486,53.000000,5,-0.788405,45.000000,7,-5.815327,35.000000,,,,,,
1761058001685,00032,6,6,0,0,4,32,23.716022,94.000000,2,10.488043,68.000000,6,8.219921,63.000000,8,3.915610,54.000000,5,-2.375853,42.000000,3,-5.514667,35.000000,7,-11.474826,23.000000,,,,,,
1761058001685,00034,6,6,0,0,4,34,29.086715,105.000000,7,8.539325,64.000000,5,5.537059,58.000000,3,-2.456043,41.000000,8,-11.635823,23.000000,6,-11.963141,22.000000,2,-13.480379,19.000000,,,,,,
1761058001685,00063,6,6,0,0,4,63,18.541466,84.000000,2,9.888431,66.000000,3,6.379631,59.000000,5,5.778488,58.000000,6,-1.320402,44.000000,8,-7.573662,31.000000,7,-15.139069,16.000000,,,,,,
